"","Drone4_1","Drone4_2","Drone4_3","Drone4_4","Drone4_5","Drone4_6","Queen4_1","Queen4_2","Queen4_3","Queen4_4","Queen4_5","Queen4_6","Worker4_1","Worker4_2","Worker4_3","Worker4_4","Worker4_5","Worker4_6"
"LOC725158",4.0678968095516,3.45811948117451,4.17783808308558,3.58520292985943,3.10165007609443,3.5385381636298,4.4276061727819,4.3560733644116,4.25088579974498,3.86245139132558,4.95470814362989,5.00261251788184,2.58976348698498,2.21567859660793,4.00629802390037,3.0232553523003,2.54621538477936,4.17759892932773
"LOC100579022",0.222804561045261,0.442545456105304,1.14600345113892,0.566571640626761,0.421155960662223,0.917622701726283,2.23143240844797,2.39094277280254,2.00755433613827,2.74459168654238,3.24077225507661,2.81434533496322,2.23266075679027,2.30917618747851,1.88127306142925,3.02945288578697,3.44863669708433,2.49005662446431
"Gycbeta1",1.5385381636298,0.770617646656203,1.37406571822254,1.43456151187261,0.950841637549149,0.906890595608518,0.881273061429249,0.722466024471091,0.505890929729957,0.65901117119815,0.704871964456353,0.6535186707536,0.482332020747376,0.489542935642474,0.611644543373662,1.12101540096137,0.668119124686432,0.593592805864596
"LOC100578699",0.82130203988953,1.84559040884785,0.863938450423971,1.04404433270602,1.78659636189081,1.1525079483649,1.36625226369956,0.532067552289031,0.31034012061215,0.508935661864395,0.518031492602169,0.74416109557041,0.49467161164755,0.308011314552178,0.674460651560259,0.569491091958716,0.516015147003665,0.510961919277379
"LOC412458",8.08155800093128,8.74148384021673,8.79681835656541,7.97646674716361,8.83229509619584,8.08577517428575,9.38315993956524,9.30999922182096,9.54715288745628,8.35593246246395,9.50615879085239,9.48419655014313,6.71087529578098,6.23187396653306,6.18938970854449,6.5747524515458,6.17374708345821,5.94253796360447
"LOC410428",4.42061713897869,4.77552468764195,4.80410520090679,3.63412855752504,3.77757752220378,3.92789645372882,5.32131481916466,6.36857630284484,5.96608433402654,4.56022582239965,5.29638398590804,5.17112674665207,6.1419640574329,6.35786865901992,6.12453492852952,4.77784049499773,4.61170355292603,4.46864847791291
"LOC410456",4.16027483140859,3.4832353586083,4.04692753950057,3.65053481231478,3.45982502727698,3.25383803240908,2.81311419134629,3.00737492992765,2.02467428041162,2.81885056089543,2.4877435830197,2.60169651648096,4.2718738340176,3.39300425689832,3.7578766597479,3.74738739965272,3.55090066464752,3.69532574408157
"Hex70a",10.6539968768821,12.2037890649517,10.0116326069626,10.7491587963126,12.0902887750448,11.2511711146952,12.4444196372725,13.4920481976225,13.1687554686525,12.4061614155955,13.2422510241197,13.0697018310221,10.3759712330376,10.6872846919178,11.050002337989,10.5886724782931,10.9295683698101,10.8064859841178
"LOC410009",2.66471037684349,1.48026512205446,2.26723614181241,1.85638817681409,1.59072177000984,1.43616183931445,1.29572302453997,1.60217179075338,1.16928366111573,0.998556583130331,1.26243315763135,1.11303366529989,1.4032677223393,0.977463111239466,1.60786290283124,2.04159344865918,1.57724753559315,1.64754476970897
"LOC725621",8.43373564886642,7.68345083842699,8.17499556914902,7.69778076840097,7.95324777568641,7.80751592814458,8.11619838466359,8.79602662613882,9.160479057547,7.43311802821885,8.79529616159381,8.23894923005568,6.93134030537008,6.98113340925774,6.96955344697145,6.77093473410557,6.89427210318217,7.18013791314972
"LOC102656669",2.63133714412748,3.27202318906105,1.10902617649837,3.2867333231002,2.11669744320102,3.06160340939068,2.98641093525204,3.3212065669699,3.32739994609742,2.87066062667928,3.07159107310115,3.07159107310115,1.04893364519792,0.246104009883917,1.22650852980868,1.33227828305693,1.05032755355842,0.955312803444705
"LOC100576497",3.02272289426108,3.13307026855667,2.76574689179985,3.08031656036671,3.24443043780594,2.98185265328974,3.17998868478701,3.47910118892083,3.52844629655248,3.12779833836582,3.68627640180745,4.01712018803171,5.03531598463736,5.13528859902045,5.15595157136089,5.19373232496088,5.02768487693716,5.09912685203688
"LOC408455",5.67525138605026,5.55372911766452,5.79074597738384,5.12498976997866,5.13417986015981,5.15607296095057,6.9212220815403,6.37677657188298,5.97963668935413,5.78609969659429,5.90118066564653,6.16717725837635,5.14897476615853,5.08797193790006,5.25716151983692,5.28518024870397,5.27284436553142,5.19562319604943
"LOC408714",4.15072213308598,3.25247621413522,3.44055360843161,3.74211403157908,3.43162295971329,3.26693642330279,2.68504308947668,2.49492756747912,2.02680005934372,1.9608823446852,2.15672019965182,1.96532254836725,2.33170521649889,2.06970216663007,2.48491148691083,2.86789646399265,2.73682131744816,2.56144834178548
"CSP3",11.8470628286354,10.7117271921363,12.4048916829154,11.6051558476635,10.1858108082484,11.3345716274827,12.6617881164528,12.7598110127813,12.2704083428916,12.363813351406,12.6296637520962,12.4319164577956,12.0723590754404,11.9792533336058,12.4475753224414,11.7722984888959,12.2005228670483,12.1729490473858
"LOC107964360",1.68481873755322,1.02076886509457,1.44201456555989,1.73898395470051,1.44466706684191,1.36625226369956,1.17440641852975,0.9701173976055,1.387362540836,0.992768430768924,0.703986603863431,0.48336436071335,1.48026512205446,1.94073056018486,1.90765982785329,1.87460026604958,2.17472598770613,1.67265162932838
"LOC102653912",1.11769504266975,1.14860877020522,1.03703073094497,1.56462205243698,1.20351441113076,1.89413868819967,0.692427198089708,0.565597175854225,0.680774425492461,0.806530289259566,0.141432790929296,0.509949146304311,1.22156778853841,0.376290383337052,1.38128337250378,0.993493221058416,1.01149563883783,0.625738061908648
"LOC100576816",0,0,0,0.11503324294624,0,0,0.138814468902282,0.316145742293356,0.635986503745623,0.13224779829844,0.308011314552178,0.282143228781498,0.837539634379403,2.43749409080897,0.484395962502666,1.92333937163215,2.50309426915734,1.92029330021101
"LOC102654313",1.60454581636871,1.46152855947288,1.31266517355839,1.03210084316702,1.25156762060825,1.22032995487956,1.18205660901025,2.63063844605544,2.63621857887536,1.88752527074159,1.77483975982733,2.34255474547732,2.97379492965261,3.18966644665005,2.38404980679516,1.9712216418545,1.64892555945312,2.54101915313356
"LOC408561",5.29634727377518,4.51247974691963,4.68605224160798,4.41872967673653,4.50557340028202,4.24039066038533,6.2362438564114,6.10927697094331,5.68389291690735,5.28972382481234,5.79105867205662,5.09076876276478,5.64391389642224,5.27828217953273,5.57510051007761,6.71438291065141,6.22485063615754,6.07828959873117
"LOC411724",6.33295850407026,6.93327755428935,6.60920829369154,6.4653868219729,6.88983855076605,7.05538005817841,7.64934959932701,7.83535567381066,8.2919166089249,7.68073223752064,7.9990134454472,7.90562166833736,8.07886597229862,8.00065357312642,7.95181506292401,8.04395687279021,7.36886436262725,7.55896401333212
"LOC410614",4.59759076386677,5.16486671161928,5.20359271420771,4.17376706773671,5.50112063427539,5.22036865326185,5.48339660943734,5.32790289016418,5.5567665975792,5.03474394932473,6.55932355015463,6.76736347577447,6.82624339176442,7.04613086532739,7.39975215725554,6.60635338949487,6.60948904121797,7.14991982617875
"LOC113219224",1.0496307677246,0.718964335759539,0.404903122145131,1.15055967657538,0.91226662806645,0.825378603892931,0.699551632523089,0.359521170427595,0.583037623796664,0.600269753509005,0.631337144127481,0.414676780426886,0.265436896049098,0.233888060174277,0.10701824988212,0.484395962502666,0.292781749227846,0
"LOC726990",6.04060754475154,6.7378624912947,4.1876885803085,6.44668632713815,6.51446947539702,6.93706185240179,2.55458885167764,3.66993383566896,1.67446065156026,1.96606125552159,2.28540221886225,2.34794906560173,1.19975085671584,0.696884090855454,1.02502879449152,1.05241589415114,1.4494293141032,1.77441810410581
"LOC113219275",2.47715921118664,0.811471030529836,0.511973981781801,2.51727569320958,1.0496307677246,0.699551632523089,2.66152159585276,3.16156525639703,2.80508604669545,2.59383180115064,2.65374794290996,3.41156183099426,1.0447438212244,1.15962918582123,1.38681094647222,1.42061713897869,1.91034891538093,2.0401910718383
"LOC409751",0.777367109450413,0.757876659747896,0.230203013366421,0.497740088609093,0.592636428606577,0.817213924258327,1.3684890006451,1.93621390100641,1.33456827566613,0.838346736521231,1.82497146545623,1.72944400683366,0.58880456701555,0.909197062991688,0.989139007368233,1.24061962931176,1.02927618237063,0.707524790899608
"LOC102655032",0.712815854437372,1.34823241923927,0.976730220677153,1.05241589415114,0.980390956061472,1.45995613965412,1.8011586560937,1.83228243570098,2.58351908385149,1.26903314645524,1.34027740476625,1.17759892932773,0.975996957616443,0.843983844048327,0.742437445376266,0.398350370345965,0.877351626449262,1.58784500925428
"LOC725823",9.54388055597069,10.9985854938301,6.1629954724177,9.83413127346593,10.597583315296,9.43665949592278,2.30451104180995,4.93305325009819,1.50690655458069,2.46074256378964,1.55434326566276,4.42519072149345,2.76171078436334,1.85678654628808,2.76107247078864,2.90091509821994,2.87695889606957,3.47157767678234
"LOC410227",5.77162151792327,6.52039081691954,6.23951260936816,5.76564082298086,6.30326932258816,6.26674906760977,6.6405920090672,7.16656482166946,7.21194668237118,6.81821147066655,7.16038577265077,7.20560755612094,7.30319624698775,7.70117475045325,7.63837074687066,7.32159443307802,7.24539107732938,7.77154229032003
"LOC725239",5.34518344718767,6.51380653743372,5.01899017538475,5.31473277382003,6.95865710767711,5.40432413004125,5.56419522860148,4.24731993497982,3.5556934716957,4.90900499815204,4.43968961966772,4.86230260107767,3.84589144067803,3.36723126284393,3.86839045305445,4.5528074051893,4.63255905211795,4.20890737771736
"LOC726407",6.33755054591366,6.19067411536065,5.63827661138942,5.42974985080022,5.5740106554151,5.29792505250381,7.02402041661023,7.37448310432147,6.94793494240037,6.49276651397051,7.05206804724387,7.08946637119865,6.18535120505192,6.17690117100841,6.5069858701696,7.06887499172963,6.37977689443567,6.89286456019944
"Eyg",3.42223300068305,2.80632405739003,2.68009926985692,2.49901669699333,2.73638840070346,2.02821550713044,1.57821416547245,1.34255474547732,1.57094860517333,1.64938552918152,1.53106949272595,1.32308178950373,2.48233202074738,2.50918909972906,2.55875743037376,4.09718938723511,3.87469861932643,3.65248649491816
"LOC102654427",1.42974985080022,1.81188199621867,1.18523225423016,1.26483664846778,1.85159914323515,0.871843648509318,1.69955163252309,1.95977015521147,2.08270258933025,1.78534129870518,2.09761079662642,1.8571848057912,3.90814038981133,3.39807669206745,3.7094009292933,4.36820959809927,3.88986288136518,4.17080637912932
"LOC100578729",0.24000896473507,0.347098670622268,0.434027674663597,0.231432408447965,0.150559676575381,0.215367972203479,0.507921464957328,0.386259141133346,0.387362540835996,0.525066592078211,0.136191386287144,0.18269229751619,1.18650055764449,0.843179890257174,0.368489000645104,0.473007567916174,0.404903122145131,0.400537929583729
"LOC113218793",0.466757615726172,0.304511041809953,0.894526770257395,0.36513259345253,0.473007567916174,0.905350899580958,1.12234140752612,1.08270258933025,0.812292844873271,0.857582955384148,1.03280614508324,1.03913839390696,0.706641057309409,0.859969548221026,0.956056652412403,0.806530289259566,0.962734090595803,0.975996957616443
"LOC107964264",0.854394677753101,0.60502015306241,0.526068811667588,0.473007567916174,0.831066510605073,0.62105550329974,0.359521170427595,0.485426827170242,0.119024103142275,0.2904244038653,0.151858816727005,0.43616183931445,0.314986485468515,0.475084882948783,0.503857532577429,1.10835717809042,0.786596361890807,1.02005765234125
"LOC725230",8.55409763783534,8.88464370653979,8.28875997278733,8.11203805068426,8.47015043527436,8.06863319521165,7.737659724143,7.46323825806658,7.63327135414416,7.18019760017306,7.82556305067695,7.9185353147727,9.41375907715761,9.49379141697198,9.76525128463416,9.39710129105967,9.54129218893729,9.70379977870086
"LOC726051",2.89859534152415,2.53679892889127,2.32538641465977,2.43616183931445,2.51247974691963,2.14404636961671,2.01471235152137,1.68840418839746,1.46675761572617,1.45101324294397,1.30684550031428,1.16285452819051,2.15801380658977,1.53106949272595,1.90996506675797,2.47066700762489,2.10299399332333,1.59311469648462
"LOC727522",12.1113802293607,12.1293799447619,11.8539640785234,11.9553022676728,12.1593172935212,12.0409941130701,12.6424619630573,12.1115637845081,12.5076477374314,11.9391402420965,12.6679686085289,13.0352145886665,10.9209705956318,9.79301635844947,10.837705978497,10.2751851843752,10.5512256806446,10.8519114135384
"LOC552447",8.71746737134733,8.47403442750229,7.88888325048454,8.47907288718684,8.59599589262324,7.93878566074933,8.37783953845219,7.53115529059342,7.79464979793036,7.82833962166907,8.02441387864465,7.96406356642141,7.45538476254895,6.89686517924227,7.35231714762382,7.53577304000789,7.094858878949,7.08148876413845
"LOC113218654",2.29924465779607,1.78534129870518,1.72246602447109,2.66607484262069,2.24031432933371,2.95326523901484,1.30742852519225,1.28154989336664,1.38791392438595,2.21007709890321,0.759581973233555,1.17759892932773,1.10299399332333,1.78450398292957,1.9664304673063,2.06004738366994,2.09220743809709,1.9789277763814
"LOC100577004",0.827006009638977,1.45995613965412,0.625738061908648,0.735522177296537,1.2910141014173,0.407080775450501,0.512985334813676,0.546956178141411,0.520045024039818,0.393965275660243,0.35501626421955,0.204140716780225,1.04753838876336,1.00144197417391,1.05380644369579,1.67219901911577,1.52255799287044,1.0264459803038
"LOC107964798",4.35614381022528,4.7945198406243,4.85862757557835,4.55065444994586,4.62725662692733,5.00112666545428,6.7943508786233,7.11691572703731,7.24414497607429,6.2936647616236,6.9174794943435,6.79814126375806,5.67547723060941,5.84204857171561,5.73828145312163,5.49716524608381,5.78939018341555,5.80387279762063
"LOC113219108",0.940354711533293,0.757876659747896,1.22404027421793,0.843179890257174,0.725086724630227,1.35106289894039,0.716332480287987,0.932817102741851,0,0.591679416935737,0.703986603863431,1.38128337250378,1.76892533556375,2.21163525332715,2.81105994774008,2.59526494203758,2.69220399161585,2.58159227883601
"LOC100577537",4.55219260289546,3.61929561810502,3.91140397279921,4.03984026453179,3.75926238045967,3.49415956371284,1.55728754227831,2.04404433270602,1.67807190511264,2.83814500331236,1.52857131887076,1.53505759489484,6.34840948700597,6.38584514857967,6.45391260364389,6.69973206916408,6.64655151016133,6.41817307816705
"LOC551556",2.22218630732211,2.33514020631421,1.54646235816709,2.52556778890135,2.17632277264046,2.92637902519988,3.74006405884686,4.13150717395636,4.16083953437027,3.79597469420667,3.79597469420667,4.19369290544803,3.03386345186628,3.90765982785329,3.76934859947786,3.26738597772062,3.13405661433863,4.00261251788184
"LOC100577901",5.30125839363506,6.93631992219042,5.89382329464196,4.71847122843582,7.12003046691988,4.98613784409922,8.58071457928996,7.95212385708218,7.19336765336315,7.85744610385489,7.6642339312437,7.65842572848259,7.65751853706109,7.53847608419431,7.93759156904788,8.54176648998684,8.4253627884077,8.46989004524165
"LOC102655131",1.20539251298968,0.609754962172443,0.411426245726465,0.655351828612554,0.780730036476377,0.195347598322219,0.592636428606577,0.54794331129035,0.491596594410448,0.505890929729957,0.533064921869638,0.421155960662223,0.57918014812715,0.516015147003665,0.700439718141092,2.52105073690096,1.75745001623129,1.06004738366994
"LOC726629",7.59569759017491,6.84681922693415,7.11533502171865,7.09142480740276,6.59469782732387,6.91685876469975,5.35304093573761,5.97803542305063,5.25682196896863,5.63813177557718,5.87019207907845,5.91807609801297,6.84701975094245,7.18130136492636,7.46523170971355,7.04183434495134,7.27460645026332,7.2015162453667
"LOC107965724",3.34851571723545,2.03456789281821,3.81721392425833,3.73768676140986,2.88752527074159,3.86819287772672,2.97471284979612,3.73411345404407,3.63052196347164,3.8715479839851,4.08338358771008,4.98650195414996,3.95093492831454,3.74889054264591,4.36890800303177,5.0607823827327,4.39704993589224,4.94724534833528
"LOC409638",6.80820483124019,6.36855884282752,7.00810362891514,6.59217295535468,6.55774704320295,6.45259543470287,7.72709679448714,6.66938115767061,6.69888520936509,7.22881869049588,6.7942338933374,6.6450098843911,5.93772102576179,5.43925743117648,5.75880950280372,6.30275771563804,6.06445177169971,6.0746766862945
"LOC102654439",0.49364733397521,0.196607044094818,0.43722773891291,0.22404027421793,0.306845500314283,0.585923976958601,0.24000896473507,0.350497247084133,0.195347598322219,0.146655222119465,0.400537929583729,0.16478627814334,0.0551956542421246,0.117695042669755,0.12300395405482,0.187767747046025,0.149259365499623,0.331131922217202
"LOC102655431",1.20726817311203,0.840765337323874,0.919912088677308,0.703986603863431,1.21971063954878,0.593592805864596,0.738119288782577,0.760433874670112,0.120351940365222,0.444667066841908,0.291603558030565,0.49364733397521,0.113700499164728,0.282143228781498,0.358396261956654,0.370722275148167,0,0.625738061908648
"LOC409517",8.97181942144621,9.55108529810223,9.130544823146,8.93764158779168,9.65338431466837,9.39816008391741,9.92694231970353,9.87965369796903,10.3697456429087,9.63543517564621,10.3394781492998,10.7721900133981,8.73432349523812,8.79885085364779,8.82061617319655,8.51735050351276,8.77524482854506,8.98948533071149
"LOC102656252",1.48954293564247,1.1263121303287,1.83673208045914,1.70708299177171,0.997834332781885,1.72465027173297,1.47871300244172,1,1.48542682717024,1.7211538870083,1.79742808215231,1.21598915414672,0.776525151421912,0.666302128173095,0.666302128173095,0.644317778337577,0.6535186707536,0.903038270112912
"LOC102654608",1.81434533496322,1.09693648250296,1.46780115648841,1.87617311443746,1.30975827142464,1.33913738491959,1.97636363573276,1.32077347694587,1.57288966842058,2.30538690647769,2.02998286621571,1.21536797220348,3.71699089440494,4.04185624261982,3.9923152518612,4.78387567702972,4.3962280044979,4.73692952633933
"LOC552193",6.37147174071569,5.19641032815335,5.91092449689301,5.33388881340466,4.60246875768407,4.82007682109751,5.05515226165498,4.83471121580472,4.40244932671885,4.14567745519564,3.82344367219591,3.48504033923449,4.43689472987676,3.31237474677515,3.48194470273327,4.61782740540285,4.31084904622462,3.99412711400313
"LOC724860",1.71940251193326,3.18935017019567,2.10198617278574,2.2732174731035,3.13093086982645,1.83430670296291,1.83794324189103,1.35670725293538,1.12167855658825,1.47456583453847,1.11303366529989,1.31208426151475,2.20037879798403,2.02076886509457,1.93734439215023,1.77904955283746,1.16221003631431,2.13257684267001
